user_id,if_local,gender,checkins_count,photos_count,friends_count
275165,0,male,7770,134,135
1421867,0,male,3473,24,49
5048207,0,male,1178,120,48
66739750,0,female,678,48,37
10662028,0,female,677,458,23
10712856,0,male,316,8,354
1965627,0,female,1869,139,152
4230011,0,female,9206,12,30
73710152,0,female,375,284,4
63070766,0,female,359,85,41
13256967,0,male,1907,84,37
45371521,0,female,1349,189,11
6905622,0,female,682,3,233
87149855,0,female,664,26,40
25206805,0,male,1366,32,17
240730,0,male,2002,30,70
2344439,0,male,2029,299,48
70212162,0,female,131,43,15
44835953,0,male,3346,194,183
62745772,0,male,937,31,3
47441479,0,male,4038,1813,70
37695392,0,female,5489,2093,65
53805489,0,female,2168,392,93
6394245,0,male,11342,1235,46
524547,0,male,2228,18,73
5426784,0,male,1037,158,14
231670,0,male,8515,118,143
36295334,0,female,877,29,201
25614591,0,male,724,122,21
6829169,0,male,9642,166,76
320410,0,male,5467,1770,89
4692750,0,male,5865,667,127
65857477,0,female,1715,444,9
35401005,0,male,333,93,270
69158786,0,male,3434,1957,10
73387752,0,none,341,231,1
5317320,0,male,1306,9,34
15026749,0,male,9311,260,364
2637421,0,male,10891,199,193
9139354,0,female,2708,1178,153
69671462,0,female,1540,20,252
11582233,0,male,212,24,141
8339358,0,female,6258,1045,39
398097,0,male,917,24,42
49554906,0,male,1975,5,184
54634395,0,female,2276,202,78
3560633,0,male,1657,162,82
6890724,0,male,1660,13,132
14328596,0,female,2402,15,37
5283915,0,male,5448,1520,113
16332206,0,female,2985,571,591
60351953,0,female,1310,113,29
25219261,0,male,393,25,18
25362277,0,male,5904,896,62
53030462,0,male,583,1,204
25796030,0,female,541,10,9
2218036,0,male,14728,131,87
35817966,0,male,2811,595,16
23664169,0,none,7060,847,54
44855434,0,male,1518,127,61
1842711,0,male,9948,1082,417
10945118,0,male,1381,897,23
43328893,0,male,2981,68,61
16046928,0,male,1791,3202,61
8154163,0,female,7640,37,80
2152676,0,male,2462,95,69
7582348,0,male,16057,4891,76
15071258,0,female,1569,46,64
42796108,0,female,1910,73,26
1940408,0,male,4406,119,85
1257254,0,male,4223,42,88
4728779,0,female,5956,918,146
9333426,0,male,3050,437,107
12445273,0,male,5618,156,226
9123991,0,male,9025,7253,16
68100053,0,male,1600,21,30
8144267,0,male,3643,53,112
7526032,0,male,2442,501,31
1094105,0,male,10229,279,821
14016332,0,female,7926,602,90
42756334,0,female,2142,355,105
84129942,0,male,974,352,6
2362149,0,male,805,202,172
392380,0,female,37130,1209,98
46765828,0,male,1928,43,74
64294135,0,female,1921,38,18
1614380,0,female,2624,59,325
625489,0,female,2833,119,142
16076551,0,male,3997,192,146
7502408,0,female,460,28,8
10737310,0,female,965,8,268
1791619,0,male,1374,18,55
540457,0,male,10260,55,249
