user_id,if_local,gender,checkins_count,photos_count,friends_count
2435164,1,male,3588,5,144
4615121,1,male,3675,8,68
63701422,1,male,3536,23,38
539770,1,male,3448,2,69
2043732,1,female,3424,2,64
39097870,1,male,3374,100,516
16497,1,male,3208,132,69
15996535,1,male,3228,736,428
93378794,1,female,3172,324,83
13190550,1,female,3122,14,13
40688444,1,male,3165,3,88
17470466,1,male,3067,31,117
51559778,1,male,3028,58,170
49064005,1,female,2999,11,39
51023497,1,male,2827,48,299
51398917,1,male,2898,16,29
1829920,1,male,2813,15,94
33250353,1,male,2760,2,229
32705351,1,male,2749,268,444
6712294,1,male,2726,38,53
51437333,1,male,2706,112,151
312224,1,male,2666,69,539
6509597,1,male,2644,1713,41
19353883,1,male,2643,1,78
38177427,1,male,2569,161,82
42304770,1,male,2512,70,16
12540928,1,male,2476,14,291
32464033,1,male,2419,0,82
32972222,1,male,2420,66,57
3541967,1,female,2405,51,245
21943044,1,male,2424,0,380
33622360,1,male,2411,26,526
55202034,1,male,2422,61,45
5107836,1,male,2333,55,57
5639890,1,male,2452,2,34
46009215,1,male,2364,27,15
42420050,1,male,2297,107,220
24122691,1,male,2322,1,29
35679663,1,male,2271,7,53
47844326,1,male,2236,30,601
2240754,1,male,2227,9,41
41952063,1,male,2297,14,500
47952026,1,male,2066,149,422
22775303,1,male,2093,9,194
41066717,1,female,2065,41,116
31375321,1,male,2077,23,40
3822751,1,male,7797,115,632
8795062,1,male,8126,93,43
2769969,1,female,4301,18,67
2798702,1,male,14642,4,27
50530286,1,male,13910,1765,220
5523591,1,female,13408,1909,38
9558401,1,male,11771,54,470
83956065,1,female,11945,1,44
7601195,1,male,13123,695,447
23584743,1,female,12728,14,69
131105221,1,male,11474,1059,282
19291535,1,male,10767,553,141
1917661,1,male,9816,109,327
33603,1,male,9759,1145,334
212079,1,female,9523,1160,540
9947160,1,female,10245,0,6
6749,1,male,8834,41,202
2023111,1,male,9337,33,39
1578709,1,male,9253,289,191
47392375,1,female,9575,2,117
6375178,1,male,7987,416,186
1067005,1,male,7657,953,386
2609428,1,male,7796,2,984
50912394,1,male,7956,68,28
3525118,1,male,7762,57,91
42404493,1,male,7329,192,131
72230,1,female,7232,24,67
424838,1,male,7349,4,78
8654079,1,female,5484,672,251
